"id","rank","title","fullTitle","year","image","crew","imDbRating","imDbRatingCount"
"tt7286456","62","Joker","Joker (2019)","2019","https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Todd Phillips (dir.), Joaquin Phoenix, Robert De Niro","8.4","983668"
"tt0081505","63","The Shining","The Shining (1980)","1980","https://m.media-amazon.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX128_CR0,3,128,176_AL_.jpg","Stanley Kubrick (dir.), Jack Nicholson, Shelley Duvall","8.4","912553"
"tt4154756","64","Avengers: Infinity War","Avengers: Infinity War (2018)","2018","https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_UX128_CR0,3,128,176_AL_.jpg","Anthony Russo (dir.), Robert Downey Jr., Chris Hemsworth","8.4","866999"
"tt0043014","65","Sunset Blvd.","Sunset Blvd. (1950)","1950","https://m.media-amazon.com/images/M/MV5BMTU0NTkyNzYwMF5BMl5BanBnXkFtZTgwMDU0NDk5MTI@._V1_UX128_CR0,3,128,176_AL_.jpg","Billy Wilder (dir.), William Holden, Gloria Swanson","8.4","204497"
"tt0051201","66","Witness for the Prosecution","Witness for the Prosecution (1957)","1957","https://m.media-amazon.com/images/M/MV5BNDQwODU5OWYtNDcyNi00MDQ1LThiOGMtZDkwNWJiM2Y3MDg0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Billy Wilder (dir.), Tyrone Power, Marlene Dietrich","8.4","111185"
"tt4633694","67","Spider-Man: Into the Spider-Verse","Spider-Man: Into the Spider-Verse (2018)","2018","https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_UX128_CR0,3,128,176_AL_.jpg","Bob Persichetti (dir.), Shameik Moore, Jake Johnson","8.3","393550"
"tt0364569","68","Oldboy","Oldboy (2003)","2003","https://m.media-amazon.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Chan-wook Park (dir.), Choi Min-sik, Yoo Ji-Tae","8.3","524015"
"tt0119698","69","Princess Mononoke","Princess Mononoke (1997)","1997","https://m.media-amazon.com/images/M/MV5BNGIzY2IzODQtNThmMi00ZDE4LWI5YzAtNzNlZTM1ZjYyYjUyXkEyXkFqcGdeQXVyODEzNjM5OTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Hayao Miyazaki (dir.), Y<U+00F4>ji Matsuda, Yuriko Ishida","8.3","350334"
"tt0057012","70","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)","1964","https://m.media-amazon.com/images/M/MV5BZWI3ZTMxNjctMjdlNS00NmUwLWFiM2YtZDUyY2I3N2MxYTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Stanley Kubrick (dir.), Peter Sellers, George C. Scott","8.3","455761"
"tt1345836","71","The Dark Knight Rises","The Dark Knight Rises (2012)","2012","https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_UX128_CR0,3,128,176_AL_.jpg","Christopher Nolan (dir.), Christian Bale, Tom Hardy","8.3","1537667"
"tt0087843","72","Once Upon a Time in America","Once Upon a Time in America (1984)","1984","https://m.media-amazon.com/images/M/MV5BMGFkNWI4MTMtNGQ0OC00MWVmLTk3MTktOGYxN2Y2YWVkZWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Sergio Leone (dir.), Robert De Niro, James Woods","8.3","316667"
"tt5311514","73","Your Name.","Your Name. (2016)","2016","https://m.media-amazon.com/images/M/MV5BODRmZDVmNzUtZDA4ZC00NjhkLWI2M2UtN2M0ZDIzNDcxYThjL2ltYWdlXkEyXkFqcGdeQXVyNTk0MzMzODA@._V1_UX128_CR0,3,128,176_AL_.jpg","Makoto Shinkai (dir.), Ry<U+00FB>nosuke Kamiki, Mone Kamishiraishi","8.3","205105"
"tt0090605","74","Aliens","Aliens (1986)","1986","https://m.media-amazon.com/images/M/MV5BZGU2OGY5ZTYtMWNhYy00NjZiLWI0NjUtZmNhY2JhNDRmODU3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","James Cameron (dir.), Sigourney Weaver, Michael Biehn","8.3","660232"
"tt2380307","75","Coco","Coco (2017)","2017","https://m.media-amazon.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_UX128_CR0,1,128,176_AL_.jpg","Lee Unkrich (dir.), Anthony Gonzalez, Gael Garc¨ªa Bernal","8.3","400252"
"tt4154796","76","Avengers: Endgame","Avengers: Endgame (2019)","2019","https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Anthony Russo (dir.), Robert Downey Jr., Chris Evans","8.3","858821"
"tt8267604","77","Capernaum","Capernaum (2018)","2018","https://m.media-amazon.com/images/M/MV5BMmExNzU2ZWMtYzUwYi00YmM2LTkxZTQtNmVhNjY0NTMyMWI2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Nadine Labaki (dir.), Zain Al Rafeea, Yordanos Shiferaw","8.3","67349"
"tt0169547","78","American Beauty","American Beauty (1999)","1999","https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Sam Mendes (dir.), Kevin Spacey, Annette Bening","8.3","1081134"
"tt0112573","79","Braveheart","Braveheart (1995)","1995","https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Mel Gibson (dir.), Mel Gibson, Sophie Marceau","8.3","969506"
"tt0057565","80","High and Low","High and Low (1963)","1963","https://m.media-amazon.com/images/M/MV5BOTI4NTNhZDMtMWNkZi00MTRmLWJmZDQtMmJkMGVmZTEzODlhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,3,128,176_AL_.jpg","Akira Kurosawa (dir.), Toshir<U+00F4> Mifune, Yutaka Sada","8.3","36090"
"tt0114709","81","Toy Story","Toy Story (1995)","1995","https://m.media-amazon.com/images/M/MV5BMDU2ZWJlMjktMTRhMy00ZTA5LWEzNDgtYmNmZTEwZTViZWJkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_UX128_CR0,3,128,176_AL_.jpg","John Lasseter (dir.), Tom Hanks, Tim Allen","8.3","900356"
"tt0082096","82","Das Boot","Das Boot (1981)","1981","https://m.media-amazon.com/images/M/MV5BOGZhZDIzNWMtNjkxMS00MDQ1LThkMTYtZWQzYWU3MWMxMGU5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,3,128,176_AL_.jpg","Wolfgang Petersen (dir.), J¨¹rgen Prochnow, Herbert Gr<U+00F6>nemeyer","8.3","234719"
"tt1187043","83","3 Idiots","3 Idiots (2009)","2009","https://m.media-amazon.com/images/M/MV5BNTkyOGVjMGEtNmQzZi00NzFlLTlhOWQtODYyMDc2ZGJmYzFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,1,128,176_AL_.jpg","Rajkumar Hirani (dir.), Aamir Khan, Madhavan","8.3","350886"
"tt0086879","84","Amadeus","Amadeus (1984)","1984","https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,3,128,176_AL_.jpg","Milos Forman (dir.), F. Murray Abraham, Tom Hulce","8.3","373491"
"tt0361748","85","Inglourious Basterds","Inglourious Basterds (2009)","2009","https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,3,128,176_AL_.jpg","Quentin Tarantino (dir.), Brad Pitt, Diane Kruger","8.3","1290308"
"tt0119217","86","Good Will Hunting","Good Will Hunting (1997)","1997","https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX128_CR0,3,128,176_AL_.jpg","Gus Van Sant (dir.), Robin Williams, Matt Damon","8.3","875079"
"tt0086190","87","Star Wars: Episode VI - Return of the Jedi","Star Wars: Episode VI - Return of the Jedi (1983)","1983","https://m.media-amazon.com/images/M/MV5BOWZlMjFiYzgtMTUzNC00Y2IzLTk1NTMtZmNhMTczNTk0ODk1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Richard Marquand (dir.), Mark Hamill, Harrison Ford","8.3","962212"
"tt0986264","88","Like Stars on Earth","Like Stars on Earth (2007)","2007","https://m.media-amazon.com/images/M/MV5BMDhjZWViN2MtNzgxOS00NmI4LThiZDQtZDI3MzM4MDE4NTc0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,1,128,176_AL_.jpg","Aamir Khan (dir.), Darsheel Safary, Aamir Khan","8.3","172780"
"tt0105236","89","Reservoir Dogs","Reservoir Dogs (1992)","1992","https://m.media-amazon.com/images/M/MV5BZmExNmEwYWItYmQzOS00YjA5LTk2MjktZjEyZDE1Y2QxNjA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX128_CR0,3,128,176_AL_.jpg","Quentin Tarantino (dir.), Harvey Keitel, Tim Roth","8.3","931484"
"tt0062622","90","2001: A Space Odyssey","2001: A Space Odyssey (1968)","1968","https://m.media-amazon.com/images/M/MV5BMmNlYzRiNDctZWNhMi00MzI4LThkZTctMTUzMmZkMmFmNThmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Stanley Kubrick (dir.), Keir Dullea, Gary Lockwood","8.3","611798"
"tt0180093","91","Requiem for a Dream","Requiem for a Dream (2000)","2000","https://m.media-amazon.com/images/M/MV5BOTdiNzJlOWUtNWMwNS00NmFlLWI0YTEtZmI3YjIzZWUyY2Y3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Darren Aronofsky (dir.), Ellen Burstyn, Jared Leto","8.3","777002"
"tt2106476","92","The Hunt","The Hunt (2012)","2012","https://m.media-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_UX128_CR0,1,128,176_AL_.jpg","Thomas Vinterberg (dir.), Mads Mikkelsen, Thomas Bo Larsen","8.3","289473"
"tt0052357","93","Vertigo","Vertigo (1958)","1958","https://m.media-amazon.com/images/M/MV5BYTE4ODEwZDUtNDFjOC00NjAxLWEzYTQtYTI1NGVmZmFlNjdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,3,128,176_AL_.jpg","Alfred Hitchcock (dir.), James Stewart, Kim Novak","8.3","369682"
"tt0022100","94","M","M (1931)","1931","https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@._V1_UX128_CR0,3,128,176_AL_.jpg","Fritz Lang (dir.), Peter Lorre, Ellen Widmann","8.3","145672"
"tt0338013","95","Eternal Sunshine of the Spotless Mind","Eternal Sunshine of the Spotless Mind (2004)","2004","https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_UX128_CR0,3,128,176_AL_.jpg","Michel Gondry (dir.), Jim Carrey, Kate Winslet","8.3","923167"
"tt0033467","96","Citizen Kane","Citizen Kane (1941)","1941","https://m.media-amazon.com/images/M/MV5BYjBiOTYxZWItMzdiZi00NjlkLWIzZTYtYmFhZjhiMTljOTdkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Orson Welles (dir.), Orson Welles, Joseph Cotten","8.3","410152"
"tt5074352","97","Dangal","Dangal (2016)","2016","https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_UX128_CR0,1,128,176_AL_.jpg","Nitesh Tiwari (dir.), Aamir Khan, Sakshi Tanwar","8.3","160954"
"tt0091251","98","Come and See","Come and See (1985)","1985","https://m.media-amazon.com/images/M/MV5BODM4Njg0NTAtYjI5Ny00ZjAxLTkwNmItZTMxMWU5M2U3M2RjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Elem Klimov (dir.), Aleksey Kravchenko, Olga Mironova","8.2","61768"
"tt0045152","99","Singin' in the Rain","Singin' in the Rain (1952)","1952","https://m.media-amazon.com/images/M/MV5BZDRjNGViMjQtOThlMi00MTA3LThkYzQtNzJkYjBkMGE0YzE1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Stanley Donen (dir.), Gene Kelly, Donald O'Connor","8.2","222131"
"tt0012349","100","The Kid","The Kid (1921)","1921","https://m.media-amazon.com/images/M/MV5BZjhhMThhNDItNTY2MC00MmU1LTliNDEtNDdhZjdlNTY5ZDQ1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,3,128,176_AL_.jpg","Charles Chaplin (dir.), Charles Chaplin, Edna Purviance","8.2","115646"
"tt0040522","101","Bicycle Thieves","Bicycle Thieves (1948)","1948","https://m.media-amazon.com/images/M/MV5BNmI1ODdjODctMDlmMC00ZWViLWI5MzYtYzRhNDdjYmM3MzFjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Vittorio De Sica (dir.), Lamberto Maggiorani, Enzo Staiola","8.2","149163"
"tt0093058","102","Full Metal Jacket","Full Metal Jacket (1987)","1987","https://m.media-amazon.com/images/M/MV5BNzkxODk0NjEtYjc4Mi00ZDI0LTgyYjEtYzc1NDkxY2YzYTgyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Stanley Kubrick (dir.), Matthew Modine, R. Lee Ermey","8.2","683579"
"tt0044741","103","Ikiru","Ikiru (1952)","1952","https://m.media-amazon.com/images/M/MV5BZmM0NGY3Y2MtMTA1YS00YmQzLTk2YTctYWFhMDkzMDRjZWQzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Akira Kurosawa (dir.), Takashi Shimura, Nobuo Kaneko","8.2","70088"
"tt0208092","104","Snatch","Snatch (2000)","2000","https://m.media-amazon.com/images/M/MV5BMTA2NDYxOGYtYjU1Mi00Y2QzLTgxMTQtMWI1MGI0ZGQ5MmU4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Guy Ritchie (dir.), Jason Statham, Brad Pitt","8.2","791271"
"tt0053125","105","North by Northwest","North by Northwest (1959)","1959","https://m.media-amazon.com/images/M/MV5BZDA3NDExMTUtMDlhOC00MmQ5LWExZGUtYmI1NGVlZWI4OWNiXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,3,128,176_AL_.jpg","Alfred Hitchcock (dir.), Cary Grant, Eva Marie Saint","8.2","302814"
"tt0086250","106","Scarface","Scarface (1983)","1983","https://m.media-amazon.com/images/M/MV5BNjdjNGQ4NDEtNTEwYS00MTgxLTliYzQtYzE2ZDRiZjFhZmNlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Brian De Palma (dir.), Al Pacino, Michelle Pfeiffer","8.2","753737"
"tt0066921","107","A Clockwork Orange","A Clockwork Orange (1971)","1971","https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_UX128_CR0,3,128,176_AL_.jpg","Stanley Kubrick (dir.), Malcolm McDowell, Patrick Magee","8.2","766972"
"tt8579674","108","1917","1917 (2019)","2019","https://m.media-amazon.com/images/M/MV5BOTdmNTFjNDEtNzg0My00ZjkxLTg1ZDAtZTdkMDc2ZmFiNWQ1XkEyXkFqcGdeQXVyNTAzNzgwNTg@._V1_UX128_CR0,3,128,176_AL_.jpg","Sam Mendes (dir.), Dean-Charles Chapman, George MacKay","8.2","452685"
"tt1255953","109","Incendies","Incendies (2010)","2010","https://m.media-amazon.com/images/M/MV5BMWE3MGYzZjktY2Q5Mi00Y2NiLWIyYWUtMmIyNzA3YmZlMGFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Denis Villeneuve (dir.), Lubna Azabal, M¨¦lissa D¨¦sormeaux-Poulin","8.2","154081"
"tt0075314","110","Taxi Driver","Taxi Driver (1976)","1976","https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Martin Scorsese (dir.), Robert De Niro, Jodie Foster","8.2","737185"
"tt1832382","111","A Separation","A Separation (2011)","2011","https://m.media-amazon.com/images/M/MV5BN2JmMjViMjMtZTM5Mi00ZGZkLTk5YzctZDg5MjFjZDE4NjNkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Asghar Farhadi (dir.), Payman Maadi, Leila Hatami","8.2","223880"
"tt0435761","112","Toy Story 3","Toy Story 3 (2010)","2010","https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_UX128_CR0,1,128,176_AL_.jpg","Lee Unkrich (dir.), Tom Hanks, Tim Allen","8.2","766635"
"tt0070735","113","The Sting","The Sting (1973)","1973","https://m.media-amazon.com/images/M/MV5BNGU3NjQ4YTMtZGJjOS00YTQ3LThmNmItMTI5MDE2ODI3NzY3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX128_CR0,3,128,176_AL_.jpg","George Roy Hill (dir.), Paul Newman, Robert Redford","8.2","244386"
"tt0056172","114","Lawrence of Arabia","Lawrence of Arabia (1962)","1962","https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX128_CR0,3,128,176_AL_.jpg","David Lean (dir.), Peter O'Toole, Alec Guinness","8.2","271564"
"tt0211915","115","Am¨¦lie","Am¨¦lie (2001)","2001","https://m.media-amazon.com/images/M/MV5BNDg4NjM1YjMtYmNhZC00MjM0LWFiZmYtNGY1YjA3MzZmODc5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Jean-Pierre Jeunet (dir.), Audrey Tautou, Mathieu Kassovitz","8.2","711216"
"tt0017136","116","Metropolis","Metropolis (1927)","1927","https://m.media-amazon.com/images/M/MV5BMTg5YWIyMWUtZDY5My00Zjc1LTljOTctYmI0MWRmY2M2NmRkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Fritz Lang (dir.), Brigitte Helm, Alfred Abel","8.2","162165"
"tt0053604","117","The Apartment","The Apartment (1960)","1960","https://m.media-amazon.com/images/M/MV5BNzkwODFjNzItMmMwNi00MTU5LWE2MzktM2M4ZDczZGM1MmViXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX128_CR0,3,128,176_AL_.jpg","Billy Wilder (dir.), Jack Lemmon, Shirley MacLaine","8.2","166925"
"tt0059578","118","For a Few Dollars More","For a Few Dollars More (1965)","1965","https://m.media-amazon.com/images/M/MV5BNWM1NmYyM2ItMTFhNy00NDU0LThlYWUtYjQyYTJmOTY0ZmM0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Sergio Leone (dir.), Clint Eastwood, Lee Van Cleef","8.2","235953"
"tt0036775","119","Double Indemnity","Double Indemnity (1944)","1944","https://m.media-amazon.com/images/M/MV5BOTdlNjgyZGUtOTczYi00MDdhLTljZmMtYTEwZmRiOWFkYjRhXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX128_CR0,3,128,176_AL_.jpg","Billy Wilder (dir.), Fred MacMurray, Barbara Stanwyck","8.2","145629"
"tt0056592","120","To Kill a Mockingbird","To Kill a Mockingbird (1962)","1962","https://m.media-amazon.com/images/M/MV5BNmVmYzcwNzMtMWM1NS00MWIyLThlMDEtYzUwZDgzODE1NmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Robert Mulligan (dir.), Gregory Peck, John Megna","8.2","296683"
"tt1049413","121","Up","Up (2009)","2009","https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_UX128_CR0,3,128,176_AL_.jpg","Pete Docter (dir.), Edward Asner, Jordan Nagai","8.2","948895"
"tt0097576","122","Indiana Jones and the Last Crusade","Indiana Jones and the Last Crusade (1989)","1989","https://m.media-amazon.com/images/M/MV5BMjNkMzc2N2QtNjVlNS00ZTk5LTg0MTgtODY2MDAwNTMwZjBjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Steven Spielberg (dir.), Harrison Ford, Sean Connery","8.2","699563"
"tt0113277","123","Heat","Heat (1995)","1995","https://m.media-amazon.com/images/M/MV5BNGMwNzUwNjYtZWM5NS00YzMyLWI4NjAtNjM0ZDBiMzE1YWExXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Michael Mann (dir.), Al Pacino, Robert De Niro","8.2","586808"
"tt0119488","124","L.A. Confidential","L.A. Confidential (1997)","1997","https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Curtis Hanson (dir.), Kevin Spacey, Russell Crowe","8.2","538346"
